id,source_message_id,source,text
7163,1415797768-651,telegram,с днем рождения 
8324,553,other,настя до пятницы жду от тебя тему вкр
6801,1415797768-243,telegram,красотка 
4900,932376745-31041,telegram,мне нужна твоя дата рождения
59,1658897374.942319,slack,отлично давайте от такого варианта отталкиваться в минут вложимся дожд мся что скажут коллеги
7254,1415797768-764,telegram,есть
4301,780658709-28921,telegram,при анализе статей как лучше озаглавить отч т по заданию вместо названия статьи написать область исследования или любое одно название из анализируемых статей 
1789,636348152-34431,telegram,и ещ нужен бы подраздел выводы по подзадаче 
909,695584257-39187,telegram,в формате фио почта
2382,1374470453-246,telegram,а ты знаешь кодекс обучающегося нашего вуза читай выжимку здесь а полная версия уже есть на сайте 
5349,400479101-38765,telegram,по поводу погоды я прочитала дважды и мне пока трудно ответить особенно про как мне отправить другим пользователям информацию в теории я вс могу отправлять в rabbitmq а другой сервис будет оттуда доставать информацию но как это сделать со всеми пользователями я не знаю что такое rabbitmq и как оно а устроено а 
1386,524297175-37826,telegram,санкт петербург биржевая линия д клюйкова анастасия михайловна 
7322,1415797768-961,telegram,анна поздравляю с дн м рождения желаю любви счастья здоровья и новых творческих успехов 
7983,1728550269-94,telegram,выпускников на момент года
6606,1789531246-491,telegram,это вы профили комментаторов смотрите 
673,352,other,в эту субботу и воскресенье июля приглашаю вас на очередное мероприятие которое нужно провести сбор в 
694,373,other,мероприятие состоится на площадке территория эмоций центральной городской библиотеки им в и ленина по адресу нижний новгород проспект гагарина к вход свободный возрастное ограничение лучшие чтецы получат памятные подарки 
6929,1415797768-385,telegram, aalausch anastaaa anmedvedev amlnkv мне нужен отч т численные данные по результатам вчерашней игры
5369,400479101-39166,telegram,хорошо 
680,359,other,приуроченный к дню работника торговли и июля г в г самаре на пл куйбышева будет проходить региональный фестиваль ярмарка вкусов приуроченный к дню работника торговли открытие фестиваля в 
3191,1154371210-35349,telegram,тоже шум
2685,1154371210-32084,telegram,ок просто компов чет нет больше может позде будут хз
6113,730317973-39974,telegram,https us web zoom us j pwd uglrfuhcxp dgl fmw qpdadoenln 
2628,1154371210-31896,telegram,а да я тоже заболел утром проснулся с температурой выпил таблов и дальше л г спать так что все норм
8128,1728550269-242,telegram,у егора
7766,794092323-38883,telegram,то есть мы распознаем сообщения которые приходят к нам и рекомендуем что если человек в печали поддержать а если не хочу то есть мы тогда должны просчитать все варианты того что мы можем посоветовать в коммуникации с этим челом 
606,285,other,этим летом академия современной психологии проведет первую живую конфу по терапии сфокусированной на сострадании cft приглашаем всех желающих разделить с нами этот прекрасный и надеемся полезный день августа в спб
2932,1154371210-33587,telegram,у тебя в gspider
251,1656590379.002059,slack, https us web zoom us j pwd whluuu yvcqxobdloqkdpkmtr jr j 
2076,690947053-38003,telegram,а вот рекомендации мы ведь может и вправду это сделать но упираемся в объем работы писать с нулю ограниченное кол во данных неочевидное количество пользователя сколько их и масштабируемость мы ведь и по психо профилю можем рекомендовать но много ли компаний проводят тестирования людей для оценки их интересов 
885,1247703178-16,telegram, уважаемые студенты магистратуры сегодня в системе цдо http de ifmo ru были обновлены ваши баллы именно в данной системе и никакой другой просим проверить что баллы корректны проверить необходимо только баллы на портале http de ifmo ru оценки еще не утверждены важно баллы учитываются только те что были набраны до официального срока изучения дисциплины января и только по выбранной траектории обучения если вы считаете что есть ошибка в баллах срочно напишите нам на dc itmo ru а не в комментариях в письме четко укажите проблему свое фио логин от http openedu ru и приложите скриншоты прогресса по курсам еще раз отметим что баллы набранные после срока изучения дисциплины сейчас добавляться не будут для этого существует повторная промежуточная аттестация которая начнется после февраля авторизация на портале http de ifmo ru если вы не знаете параметров своей учетной записи вам необходимо зайти в настройки учетной записи в информационной системе университета https isu ifmo ru и сначала указать да в настройке пароль цдо использовать пароль ису в цдо обязательно нажать на кнопку сохранить настройку пароля цдо после этого нужно зайти в настройки логина и пароля с помощью кнопки изменить данные в разделе данные пользователя при необходимости сначала ввести логин и пароль далее в разделе пароль нужно нажать на кнопку изменить ввести три раза пароль и нажать на кнопку сохранить 
990,724974717-40246,telegram,закрепи пожалуйста сообщение 
937,695584257-40089,telegram, vgtycfrubhasfvjkrdjihfyjfweiolm никита я скинула тебе приглашение на почту andrewlaptev и c hot вы уже были в слаке аватара когда то поэтому я просто вновь активировала ваши аккаунты доступ должен появиться
3736,1154371210-36797,telegram,комменты
1036,724974717-40293,telegram,с figma
7,1658504068.056219,slack,кого и куда ты отправишь 
8033,1728550269-144,telegram,но в документе сейчас напишу какие таблицы с данными о безработице можно использовать на всякий случай
1893,636348152-36163,telegram,хорошо напиши как сможешь
4800,780658709-39001,telegram,каждый семестр правила меняют 
3955,1154371210-37476,telegram,без проблем тогда в понедельник посмотрим 
3225,1154371210-35621,telegram,я рачитывал csv получим по всем позициям которые направлялись это невозможно супер долго 
8244,1728550269-368,telegram,ага
2463,1374470453-345,telegram, придется немного отвлечься от проблем с выборностью на не менее важную тему воинский уч т всем первокурсникам необходимо встать на воинский уч т чтобы получить отсрочку от армии что необходимо сделать заполнить форму в ису предоставление данных для военно уч тного стола и заказ справки для военкомата получить справку приложение и заверенную копию аттестата диплома бакалавра специалиста в студенческом офисе принести все документы в военный комиссариат внимательно изучите пошаговую инструкцию для студентов остальных курсов теперь справку приложение можно получить заполнив форму предоставление данных для военно уч тного стола и заказ справки для военкомата 
7714,794092323-38657,telegram,но рекомендации все равно будут ограниченными типовыми вопрос как не надоесть пользователю очень важный давайте обсуждать
2428,1374470453-310,telegram,гуглите что такое снилс значит вы уже получили наше письмо до апреля успейте внести номер лицевого счета через личный кабинет ису электронные заявки заявка на изменение данных снилс к заявке прикрепите фото или скан документа p s он зеленого цвета удачи в поиске 
3907,1154371210-37307,telegram,отлично я как раз подготовлю небольшую архитектуру для создания скиллов
2135,690947053-38068,telegram,наверное чтобы понять надо смотреть какие данные есть и насколько возможно с ними таким образом взаимодействовать
3019,1154371210-34751,telegram,короче так как еще недели по сути проекта по газпрому мы с олег олеговичем решили что как рано говорить что все сделанно так как будут вопросы у них еще скажут чтобы еще что то делали
7709,794092323-38651,telegram,olga disengager
342,21,other,приходи ого апреля в на вечеринку которая состоится у меня дома адрес будет очень весело 
6507,1789531246-381,telegram,олег олегович 
972,724974717-40227,telegram,тогда и никиту с денисом на неделю отправь в отпуск
2316,1374470453-176,telegram,встречи посвященные защите вкр продолжаются уже завтра состоится встреча в формате видеоконференции на тему техники публичных выступлений онлайн экспресс курс подготовки к неклассической защите диплома подробную информацию читайте в ису 
4409,780658709-30807,telegram,всех на запишем тогда 
5693,1522012683-58,telegram, дражайшие мои студенты в понедельник ноября был дедлайн по записи на темы нирс по моим данным абсолютное большинство уж нашло себе руководителей и уже успешно работает над темами я очень за вас рад но official mode on но деканат может опираться только на официальные источники информации коим в этом году является веб интерфейс аватара я принимаю все ваши упр ки про баги и непрозрачность интерфейса вс знаю сам несчастлив однако факта это не меняет тему нужно зарегистрировать через интерфейс и только так если у вас уже есть тема и вы не подтвердили е в аватаре срочно это значит прямо сейчас необходимо пройти все шаги студент пода т заявку на тему руководитель приглашает на собеседование и после согласовывает студента студент подтверждает свое согласие на тему если вам не отвечает руководитель обратитесь ко мне я дам вам контакты если у вас инициативная тема обратитесь ко мне я расскажу что нужно сделать если у вас нет до сих пор нет темы у вас серь зная проблема 
5803,730317973-38395,telegram,отлично со стороны чат бота также
4175,1154371210-39780,telegram,привет у тебя погода это отдельный модуль или часть чат бота 
3885,1154371210-37285,telegram,я ещ подумал и пока приш л к такому я могу создать похожую архитектуру deeppavlov agent но проще и в виде python кода тогда весь чат бот с навыками будет работать в одном собственном контейнере где при получении сообщения пользователя через endpoint fastapi оно пройдет по всем скиллам или если додумаю как то по подмножеству скиллов а у каждого скилла будут указаны свои аннотаторы которые предобработают сообщение и на основе результата будет сформирован ответ от скилла а затем финально будет выбран ответ с помощью response selector и возвращ н
3737,1154371210-36798,telegram,напиши какой формат данных итоговый был бы удобен
3015,1154371210-34713,telegram,https github com microsoft dialogpt https arxiv org pdf pdf
266,1658908887.295279,slack, u ppvbrk g в первую очередь
757,436,other,студенты групп л л рс рс э в и э в не набравшие нужного количества баллов по всем контрольным точкам смогут в последний раз перед новым годом закрыть свои задолженности тесты и контрольные точки и будут открыты декабря с до 
542,221,other,приглашаем хорошо провести субботний вечер и нас послушать июля
6577,1789531246-457,telegram,го рамен кушать 
724,403,other,кстати июля возле музея пройд т гастрономический мини фестиваль вкус саян начало в 
604,283,other, июля исполнится года со дня смерти владимира высоцкого он умер когда ему было приходите в культурно выставочный центр в пятницу июля в вход свободный 
5329,400479101-38580,telegram,олег привет ты сможешь приехать на корпоратив 
6623,1789531246-513,telegram,там яндекс какой то запредельный средний чек выда т
1541,1267116842-98,telegram,подключаемся к deeppavlov communitycall https bit ly dpcommunitycall relive
1517,1267116842-74,telegram,всем привет в эти выходные встретимся с вами на еще одной площадке нас ждет codefest в новосибирске федор игнатов старший программист разработчик deeppavlov в своем выступлении расскажет и покажет как создавать multiskill ai ассистентов с помощью экосистемы deeppavlov подключайтесь и задавайте вопросы даты мая локация г новосибирск экспоцентр станционная p s вход на конференцию платный все подробности по ссылке https codefest ru lecture 
6438,1789531246-305,telegram,michael v sinko gmail com
1417,524297175-37914,telegram,а время какое 
6409,1789531246-275,telegram, минут
6220,1789531246-54,telegram,неа
3274,1154371210-35690,telegram,а так проблем никаких нет
4553,780658709-31540,telegram,ну ваня смирнов и был в 
163,1658739875.303609,slack, https us web zoom us j pwd uglrfuhcxp dgl fmw qpdadoenln |https us web zoom us j pwd uglrfuhcxp dgl fmw qpdadoenln 
1873,636348152-35939,telegram,не важно сколько записано
7695,1415797768-1396,telegram,да могла спасибо
1222,724974717-40736,telegram,да
5430,747877690-34380,telegram,да
7097,1415797768-581,telegram, anmedvedev amlnkv disengager ann choys прошу мне в личку написать а причину отсутствия на общем собрании лаборатории б почему не предупредили меня об отсутствии 
7400,1415797768-1057,telegram,мы так весь scopus высосем 
2212,1374470453-33,telegram, attention завтра с до будет производиться выдача банковских кампусных карт где ул ломоносова д холл первого этажа чтобы активировать карту как пропуск в университет итмо обратитесь в бюро пропусков слева от поста охраны 
2244,1374470453-72,telegram,уже завтра открывается запись на секции базового уровня кронверкских барсов в секциях этого уровня можно заниматься вне зависимости от вашей физической подготовки новички разовьют свои навыки а более подготовленные студенты отточат мастерство на секциях базового уровня можно не ограничивать себя в выборе вида спорта вы можете записаться сразу на два направления занятия проходят с до по будням обратите внимание что новый семестр новая запись даже если вы были записаны на секцию в осенний период нужно записаться заново за подробностями переходи на сайт itmolnia edu
3991,1154371210-37639,telegram,https miro com welcomeonboard wmlttvjivvg nmw dzveshyysza u zkwm vdknsqmtuqjfswln mnhfwe hv dacu ncmxfuxbuagmyzkn v wzmdc ndu mzq odeymde ndk share link id 
8301,1728550269-434,telegram,делаем
5062,400479101-30948,telegram,когда вернешься 
2449,1374470453-331,telegram, привет пока жаркие солнечные дни напоминаем что вновь действует сервис weeeee в связи с ограничениями в санкт петербурге по передвижению на самокатах не работают следующие маршруты пер гривцова кронверкский пр биржевая линия пер гривцова ул чайковского биржевая линия ул ломоносова биржевая линия 
2936,1154371210-33591,telegram,вот он
7001,1415797768-475,telegram,однажды олег олегович снимет с меня анонимные сообщения а пока так спасибо ребята 
7768,794092323-38885,telegram,а рекомендации по нормализации состояния текущего пользователя б рекомендации по коммуникации в зависимости от состояния его собеседника
4597,780658709-31600,telegram,диалоги тарантино
751,430,other,нужно поскорее распределить задачи на нашем проекте предлагаю собраться в аудитории после пар в 
1937,636348152-36208,telegram,давай 
1746,636348152-33361,telegram,супер 
5538,747877690-36214,telegram,для согласования времени проведения экзамена нам нужно понять ваши возможности
7805,794092323-39154,telegram,на твои вопросы я бы ответила да хотелось бы чтобы было так тимур что скажет 
839,518,other,группа z занимается с до группа z c до 
501,180,other,прощание со школой это всегда грустное и трогательное событие в школьные годы случаются многие моменты которые не только меняют нашу жизнь но и делают нас теми кто мы есть важную роль в жизни ребенка играют учителя и мы благодарны каждому преподавателю который вложил в нас свои знания и умения мы искренне признательны и хотим пригласить вас на выпускной по адресу ул карпов в конечно это малая плата за все ваши старания но мы делаем попытку 
994,724974717-40250,telegram,вроде есть спроси у саши
2161,690947053-38116,telegram,так дальше третьей темы мы не ушли
5299,400479101-37942,telegram,если разработка будет полезна для лабы эти деньги нам сверху зп пойдут каждому по т р мес 
1668,636348152-33270,telegram,но хватит ли этого для такой большой простыни как у ребят 
5472,747877690-35214,telegram,у группы так
1430,524297175-39222,telegram,российский научный фонд 
2085,690947053-38012,telegram,https docs google com file d ux vui hcg vfo jmbjpqdistarod edit usp docslist api filetype msword
3636,1154371210-36466,telegram,просто список так себе наверное будет смотреться
1920,636348152-36191,telegram,ребят сейчас мы
1455,1267116842-11,telegram,всем привет в эту субботу были объявлены победители первого цикла конкурса up great про чтение по созданию ии системы для проверки сочинений школьников наша команда разработчиков deeppavlov заняла первое место в номинации грамматика eng по словам дениса кузнецова участника команды проверка экзаменационных сочинений это интересная задача со множеством составляющих для е решения мы собрали дружную команду каждый человек в которой отвечал за свою часть решения несмотря на особенности этого года мы смогли эффективно организовать удал нное взаимодействие а инструменты deeppavlov многие из которых теперь доступны исследовательскому и бизнес сообществу позволили достичь нам места на этом этапе будем бороться и дальше подробнее https deeppavlov ai blog tpost rfczte vo komanda deeppavlov stala pobeditelem t
5414,747877690-34362,telegram,дайте мне минут
4479,780658709-31346,telegram,привет я написал текст для отзыва руководителя но у меня другой шаблон я не наш л других поэтому сделал свой
1388,524297175-37828,telegram,олег а когда смогут документы дойти до меня 
3717,1154371210-36686,telegram,пока так https docs google com document d r eslcn xiu zuuuognd ci hk dim tslynvpigg w edit usp sharing я подготовил файл где будет не только план работ но и в целом описание проекта что требуется а также отч т о проделанной работе его можно будет использовать как финальный отч т в конце в описании я пока написал только одно предложение но потом можно дополнить в требованиях я указал какими качествами должен обладать финальный чат бот исходя из своего понимания задачи возможно переформулирую позже описание требований на более точные требования точно проверь что я мог забыть или не указать сюда также можно добавить потом дополнительные требования в плане работ я указал сроки на основе того что я изучил в примерно недели по дней на каждое требование сначала у меня было по дней на каждое требование но я подумал что это слишком оптимистичные сроки и добавил ещ по на всякий случай тут возможно стоит точнее расписать что будет сделано и какой результат в пункте реализации я буду описывать что и как я сделал для каждого требования с результатами туда же думаю добавить нечто вроде матрицы анализа подходов в решении проблемы по тем материалам что наш л и ещ найду и обоснование выбора пока их оставил пустыми так как думаю сейчас реализация важнее документации но по ходу дела буду заполнять посмотри скажи что думаешь
1411,524297175-37908,telegram,спасибо 
8298,1728550269-431,telegram,https www canva com design dae o swvdq egnoztfddh i aqoypa view utm content dae o swvdq utm campaign designshare utm medium link utm source publishsharelink
486,165,other,дорогой илья алексеевич мы с радостью приглашаем вас на выпускной вечер в ресторан капель на большой московской улице в на торжестве вас ждет чудесная атмосфера хорошая музыка и шикарный стол надеемся что вы придете 
5027,932376745-38808,telegram,на слайде мало данных
7910,1728550269-16,telegram, 
3617,1154371210-36389,telegram,они используют какие то модели но у них окончания не правильно расставляются
3585,1154371210-36284,telegram,а в понедельник просто сравним результаты
7167,1415797768-655,telegram,с днем рождения 
1522,1267116842-79,telegram,всем привет в эти выходные снова встречаемся на data fest ждем вас в субботу на секции nlp in industry данила корнев cpo deeppavlov расскажет про управление стратегией диалога с помощью дискурс менеджмента перед командами в рамках конкурса amazon alexa prize grand socialbot challenge стоит вызов поддержки диалога с пользователем на открытые темы способным заинтересовать человека на протяжении минут и получить оценку хотя бы балла из это сложнейшая задача т к для управления таким диалогом необходимо поддерживать семантику диалога консистентность высказываний бота и интерактивность в отличие от целеориентированных ботов в случае с open domain ботами широта и глубина поддерживаемых тем настолько велика что необходимы более высокоуровневые концепции работающие на протяжении нескольких шагов в диалоге в deeppavlov наш опыт в участии в конкурсе amazon alexa prize grand socialbot challenge на протяжении последних тр х лет позволил нам сформулировать идеи о том как управлять стратегией диалога в этом докладе вы узнаете про наши разработки в области управления стратегией диалога с помощью дискурс менеджмента в рамках архитектуры deeppavlov agent дата июня в регистрация и нетворкинг https ods ai tracks groups data fest 
5698,1522012683-63,telegram,уважаемые студенты преподаватель по финансовым кибертехнологиям уже на месте вас жд т дистанционно могут некоторые из вас остальные должны быть очно 
7324,1415797768-963,telegram,с дн м рождения красотка 
7126,1415797768-612,telegram,считаю это хорошим подарком к дню рождения лаборатории 
678,357,other, июля культурный центр франкотека библиотеки иностранной литературы приглашает принять участие в ярком как и вся франкофонная карта дне посвящ нном культурам стран африки континента на котором проживает около половины всех франкоговорящих людей мы насладимся литературой музыкой и танцами стран северной центральной и западной африки в том числе алжира бенина камеруна мадагаскара мали сенегала чада и туниса мероприятие пройд т в в культурном центре франкотека 
7397,1415797768-1054,telegram,плодим ключи стало быть 
4373,780658709-30746,telegram,если загрузил отчет в таблицу нужно ли дополнительно грузить в аватар 
8420,634,other,здесь скоро будет мероприятие 
5280,400479101-37623,telegram,сколько штук я могу указать сколько точно успеете 
427,106,other,в эту субботу и воскресенье июля приглашаю вас на очередное мероприятие сбор в антикафе сфера 
4997,932376745-37331,telegram,привет так и нужно было
3218,1154371210-35613,telegram,пока сделаю на основе частоты
614,293,other,встретимся июля в новом арт пространстве фабрика для тех кому близка профессия в pr и кто хочет ответить профессиональный праздник в кругу таких же креаторов приглашаем на вечеринку 
5358,400479101-38775,telegram,принято спасибо 
3231,1154371210-35627,telegram,имеется ввиду
2497,1374470453-380,telegram, наконец то завтра стартует выбор спортивных секций в весеннем семестре рассказываем как сделать выбор старт февраля в где my itmo ru для кого студенты бакалавриата курс дедлайна нет внимательно ознакомьтесь с инструкцией 
1930,636348152-36201,telegram,хахаха может быть 
1238,724974717-40752,telegram,вроде в алхимии можно сделать связь без этой таблицы но она будет создаваться в фоне вс равно и будет проблемней использовать так что лучше стандартно
3624,1154371210-36396,telegram,точнее даже они скинут тз а мы переделаем и скинем нормальное тз
2503,1374470453-386,telegram, конгресс молодых уч ных с по апреля в связи с кму занятия в очном и дистанционном формате проводиться не будут однако есть исключения поэтому следите за своим расписанием занятий студенческий офис коворкинги библиотека работают в обычном режиме спортивные секции работают в обычном режиме если у вас есть вопросы пишите на почту schedule itmo ru
3092,1154371210-35064,telegram,он у нас не работал локально почему то
8075,1728550269-188,telegram,проще сделать рассылку выпускникам с прямым вопросом 
4138,1154371210-38317,telegram,олег привет задачу про определение психоэмоц состояние пока не делай у нас еще будет созвон с психологом чтобы разобраться в методике определения с точки зрения психологии 
2844,1154371210-33042,telegram,завтра да к вечеру надо подготовить отчет краткий будет что сделали
4144,1154371210-39115,telegram,привет
2064,690947053-37991,telegram,предыдущие сообщения видно 
7800,794092323-39070,telegram,это хорошо на примере но в реальности у нас пока как я понимаю возможности такого стопроцентного анализа нет
7697,1415797768-1398,telegram,мо ru здесь не уместно 
2481,1374470453-363,telegram, внимание второй проект приказа об отчислении уже в ису данные на если ваша фамилия оказалась там случайно обратитесь на почту so itmo ru срок ликвидации всех задолженностей ноября года до октября года необходимо подать объяснительную записку о причинах наличия академических задолженностей через ису личный кабинет административные сервисы студенческий офис электронные заявления также вы можете ознакомиться с правилами проведения повторной промежуточной аттестации посмотреть график заседания комиссий в ису личный кабинет образование и наука комиссии записаться на консультацию в студенческий офис через ису 
4272,780658709-28717,telegram,принял задание к исполнению в ису если что этап инструктаж обучающегося добавляется автоматически так что ничего страшного что в ису он заполнен на русском
7609,1415797768-1292,telegram,фишка предварительного информирования о пэс как раз позволяла в переписке компенсировать отсутствие визуального контакта для исключения неуместных или отправления сообщения не в то время 
25,1659002954.136879,slack,сможете прислать еще ссылку
1677,636348152-33281,telegram,https docs google com document d pfzonqkgj ag fzigxonf vkocptq qk oa i m edit usp sharing
7511,1415797768-1190,telegram,да на тот который без onti
7010,1415797768-484,telegram,приходите с кружками для желающих есть пепси 
3556,1154371210-36255,telegram,я тоже об этом думал но пока кроме токенизации ничего не придумал я привел вс к нижнему регистру удалил знаки препинания а также стоп слова например the так как они ничего не говорят о фронтире это вроде немного но уже сильно сокращает количество слов уникальных токенов для фронта из статей по названию и ключевым словам в теории можно ещ уменьшить заменив тире на пропуск что я попробую сделать но боюсь потерять такие токены как covid 
3897,1154371210-37297,telegram,у нас пока получается болталка погода и календарь а контейнеры имеют внешний доступ в интернет чтобы запрашивать текущую погоду или мне лучше ещ что то придумать и как с календарем работать 
4828,932376745-27866,telegram,анастасия лаушкина приглашает вас на запланированную конференцию zoom тема зал персональной конференции анастасия лаушкина подключиться к конференции zoom https us web zoom us j pwd smrzejr qnhactrqd py r kznzdz идентификатор конференции код доступа uyhx
3781,1154371210-36980,telegram,но звучит многообещающе
3774,1154371210-36949,telegram,мне надо дать тестовое будет новому человеку по nlp
3772,1154371210-36947,telegram,я просто сам забыл сказать ему про csv формат а он оказывается не знал про него
2603,1154371210-31801,telegram,я обсудил с басовым пока у нас главный самый приоритет аватар
1396,524297175-37836,telegram,отлично сейчас посмотрю 
3265,1154371210-35681,telegram,ты еще в москве 
3380,1154371210-35880,telegram,ещ тут
7012,1415797768-487,telegram, режим работы в связи с майскими праздниками обращаем ваше внимание на график выходных и праздничных нерабочих дней в связи с празднованием праздника весны и труда и дня победы для работников с пятидневной рабочей неделей установлены выходной день апреля праздничный нерабочий день мая и выходные дни и мая кроме этого установлены выходные дни и мая праздничный нерабочий день мая и выходной день мая для работников с шестидневной рабочей неделей установлены праздничный нерабочий день мая и выходной день мая кроме этого предусмотрены выходной день мая праздничный нерабочий день мая и выходной день мая для работников со сменным режимом работы выходные и рабочие дни определяются согласно графику работы 
334,13,other,учебный центр прогресс приглашает вас и ваших сотрудников на участие в соревнованиях по стрельбе из пневматического и боевого оружия семинар будет проходить на основе взносов за соревнования согласно положению от сентября года прилагается к письму будем рады вашему участию в соревнованиях которые состоятся декабря года в по адресу г алматы ул международная д 
1263,724974717-40786,telegram,типа я пишу тебе это один чат ты мне второй
5136,400479101-33417,telegram,привет а ты с пн выходишь в офис 
